claveCarrera,nombre,nombreCorto
1,INGENIERIA EN GESTION EMPRESARIAL,GESTION
2,INGENIERIA EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,TICS
3,INGENIERIA EN LOGISTICA,LOGISTICA
4,INGENIERIA INDUSTRIAL,INDUSTRIAL
5,INGENIERIA AMBIENTAL,AMBIENTAL
6,INGENIERIA FERROVIARIA,FERROVIARIA
