claveCarrera,nombre,nombreCorto
1000,INGENIERÍA AMBIENTAL,AMBIENTAL
3000,INGENIERÍA ELECTRÓNICA,ELECTRÓNICA
12000,INGENIERÍA PETROLERA,PETROLERA
17000,INGENIERÍA EN SEMICONDUCTORES,SEMICONDUCTORES
