claveCarrera,nombre,nombreCorto
IAM,INGENIERÍA EN AGRONOMÍA,AGRONOMIA
IGEM,INGENIERÍA EN GESTIÓN EMPRESARIAL,GESTION
ISCM,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
IIM,INGENIERÍA INDUSTRIAL,INDUSTRIAL
LAM,LICENCIATURA EN ADMINISTRACIÓN,ADMIN
