claveCarrera,nombre,nombreCorto
IA,Ingeniería en Agronomía,AGRONOMIA
IGE,Ingeniería en Gestión Empresarial,GESTION
IIAS,Ingeniería en Innovación Agrícola Sustentable,AGRICOLA
ISC,Ingeniería en Sistemas Computacionales,SISTEMAS
II,Ingeniería Industrial,INDUSTRIAL
LA,Licenciatura en Administración,ADMIN
