claveCarrera,nombre,nombreCorto
IADM,Ingenieria en Administración,ADMIN
IAGR,Ingenieria en Agronomía,AGRONOMIA
IBQA,Ingeniería Bioquímica,BIOQUIMICA
IEME,Ingenieria Electromecanica,ELECTROMECANICA
IENR,Ingeniería en Energías Renovables,ENERGIAS
IIND,Ingenieria Industrial,INDUSTRIAL
IINF,Ingeniería Informática ,INFORMATICA
