claveCarrera,nombre,nombreCorto
I.A.,INGENIERIA ADMINSTRACION,ADMIN
I.E.,INGENIERIA ELECTROMECANICA,ELECTROMECANICA
I.I.,INGENIERIA INDUSTRIAL,INDUSTRIAL
I.S.C.,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
