claveCarrera,nombre,nombreCorto
IA2,Ingenieria En Agronomia 2 / 2 / Escolarizado,AGRONOMIA
IGE,Ingeniería En Gestión Empresarial / 1 / Escolarizado,GESTION
ISI,Ingeniería En Sistemas Computacionales / 1 / Escolarizado,SISTEMAS
LB ,Licenciatura En Biología 2 / 2 / Escolarizado,BIOLOGIA
