claveCarrera,nombre,nombreCorto
IIAS,ING. INNOVACION AGRICOLA SUSTENTABLE,AGRICOLA
IMEC,ING. MECANICA,MECANICA
IGEM,ING. GESTION EMPRESARIAL,GESTION EMPRESARIAL
IIND,ING. INDUSTRIAL,INDUSTRIAL
IIAL,ING. INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IINF,ING. INFORMATICA,INFORMATICA
