claveCarrera,nombre,nombreCorto
IBQA,Ingeniería Bioquímica,BIOQUIMICA
IEME,Ingeniería Electromecánica,ELECTIOMECÁNICA
IADM,Ingeniería en Administración,ADMIN
IAGR,Ingeniería en Agronomía,AGRONOMIA
IENR,Ingenieria en Energias Renovables,ENERGIAS
IIND,Ingeniería Industrial,INDUSTRIAL
IINF,Ingeniería Informática,INFORMATICA
