claveCarrera,nombre,nombreCorto
IGE,INGENIERIA EN GESTION EMPRESARIAL,GESTION
IIAS,INGENIERIA EN INNOVACION AGRICOLA SUSTENTABLE,AGRICOLA
IIND,INGENIERIA INDUSTRIAL,INDUSTRIAL
IQ,INGENIERIA QUIMICA,QUIMICA
ISC,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
