claveCarrera,nombre,nombreCorto
ARQ,ARQUITECTURA,ARQUI
IBM,INGENIERIA BIOMEDICA,BIOMEDICA
ICI,INGENIERIA CIVIL,CIVIL
IEM,INGENIERIA ELECTROMECANICA,ELECTROMECANICA
IIN,INGENIERIA EN DISEÑO INDUSTRIAL,DISEÑO IND
IGE,INGENIERIA EN GESTION EMPRESARIAL,GESTION
ISC,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
IIN,INGENIERIA INDUSTRIAL,INDUSTRIAL
IMEC,INGENIERIA MECANICA,MECANICA
LAD,LICENCIATURA EN ADMINISTRACION,ADMIN
