claveCarrera,nombre,nombreCorto
IAGR-2010-214,INGENIERÍA EN AGRONOMÍA,AGRONOMIA
IFOR-2010-226,INGENIERÍA FORESTAL,FORESTAL
IINF-2010-220,INGENIERÍA INFORMÁTICA,INFORMÁTICA
ITIC-2010-225,INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES,TICS
LBIO-2010-233,LICENCIATURA EN BIOLOGÍA,BIOLOGIA
