claveCarrera,nombre,nombreCorto
IC,Ingeniería Civil,CIVIL
II,Ingeniería Industrial,INDUSTRIAL
IM,Ingeniería Mecatrónica,MECATRONICA
ISC,Ingeniería en Sistemas Computacionales,SISTEMAS
LA,Licenciatura en Administración,ADMIN
LB,Licenciatura en Biología,BIOLOGIA
LG,Licenciatura en Gastronomía,GASTRONOMIA
