claveCarrera,nombre,nombreCorto
IGE,INGENIERÍA EN GESTIÓN EMPRESARIAL,GESTION
II,INGENIERÍA INFORMÁTICA,INFORMATICA
LGAS,LICENCIATURA EN GASTRONOMIA,GASTRONOMIA
LT,LICENCIATURA EN TURISMO,TURISMO
