claveCarrera,nombre,nombreCorto
4,INGENIERIA INDUSTRIAL,INDUSTRIAL
6,INGENIERIA BIOQUIMICA,BIOQUIMICA
7,INGENIERIA MECANICA,MECANICA
8,INGENIERIA ELECTRICA,ELECTRICA
11,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
13,INGENIERIA MECATRONICA,MECATRONICA
21,INGENIERIA EN GESTION EMPRESARIAL,GESTION
16,INGENIERIA EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,TICS
