claveCarrera,nombre,nombreCorto
A1,ING. EN ADMINISTRACION,ADMIN
A2,ING. EN GESTION EMPRESARIAL,GESTION
A3,ING. EN LOGISTICA,LOGISTICA
A4,ING. EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
A5,ING. EN INFORMATICA,INFORMATICA
A6,ING. EN INFORMATICA DISTANCIA,INFORMATICA DIS
A7,ING. EN AGRONOMIA,AGRONOMIA
A8,ING. EN AGRONOMIA A DISTANCIA,AGRONOMIA DIS
