claveCarrera,nombre,nombreCorto
CP,CONTADOR PÚBLICO,CONTADOR
IADEV,INGENIERÍA EN ANIMACIÓN DIGITAL Y EFECTOS VISUALES,ANIMACION
IER,INGENIERÍA EN ENERGÍAS RENOVABLES,ENERGIAS
IIA,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
LA,LICENCIATURA EN ADMINISTRACIÓN,ADMIN
LAX,LICENCIATURA EN ADMINISTRACIÓN MODALIDAD MIXTA,ADMIN MIX
LG,LICENCIATURA EN GASTRONOMÍA,GASTRO
LT,LICENCIATURA EN TURISMO,TURISMO
