claveCarrera,nombre,nombreCorto
IGEM-2009-201,ING. GESTION EMPRESARIAL,GESTION
IIND-2010-227,ING. INDUSTRIAL,INDUSTRIAL
IMEC-2010-228,ING. MECANICA,MECANICA
ISIC-2010-224,ING. SISTEMAS COMPUTACIONALES,SISTEMAS
LADM-2010-234,LIC. EN ADMINISTRACIÓN,ADMIN
