claveCarrera,nombre,nombreCorto
COPU-2010-205,CONTADOR  PÚBLICO,CONTADOR
IGEM-2009-201,ING. GESTION EMPRESARIAL,GESTION
IIAL-2010-219,ING. EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IIND-2010-227,ING. INDUSTRIAL,INDUSTRIAL
IMCT-2010-229,ING. MECATRÓNICA,MECATRÓNICA
IMEC-2010-228,ING. MECÁNICA,MECÁNICA
ISIC-2010-224,ING. EN SISTEMAS COMPUTACIONALES ,SISTEMAS
LADM-2010-234,LIC EN ADMINISTRACION ,ADMIN
