claveCarrera,nombre,nombreCorto
GAST,GASTRONOMÍA,GASTRO
IGEM,INGENIERÍA EN GESTIÓN EMPRESARIAL,GESTION
IIAL,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IIND,INGENIERÍA INDUSTRIAL - ESCOLARIZADA,INDUSTRIAL ESC
IINDX,INGENIERÍA INDUSTRIAL - MIXTA,INDUSTRIAL MIX
ISIC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
ITIC,INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES,TICS
