claveCarrera,nombre,nombreCorto
IGEM-2009-201,GESTIÓN EMPRESARIAL,GESTION
IIAL-2010-219,INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IIAS-2010-221,INNOVACIÓN AGRÍCOLA SUSTENTABLE,AGRICOLA
IIND-2010-227,INDUSTRIAL,INDUSTRIAL
ISAU-2013-240,SISTEMAS AUTOMOTRICES,AUTOMOTRIZ
ISIC-2010-224,SISTEMAS COMPUTACIONALES,SISTEMAS
IEME-2010-210,ELECTROMECÁNICA,ELECTROMECANICA
