claveCarrera,nombre,nombreCorto
ARQ,ARQUITECTURA,ARQUI
ICIV,ING. CIVIL,CIVIL
IELEC,ING. ELECTROMECANICA,ELECTROMECANICA
IGEM MX,ING. GEST. EMP. MIXTA,GESTION MIX
IGEM  ,ING. GEST. EMPRESARIAL,GESTION
IALIM,ING. IND. ALIMENTARIAS,ALIMENTARIAS
IIND MX,ING. IND. MIXTA,INDUSTRIAL MIX
IIND  ,ING. INDUSTRIAL,INDUSTRIAL
ILOG,ING. LOGISTICA,LOGISTICA
ISIC MX,ING. SIS. COMP. MIXTA,SISTEMAS MIX
ISIC  ,ING. SIS. COMPUTACIONALES,SISTEMAS
ITICS,ING. TIC´S,TICS
