claveCarrera,nombre,nombreCorto
3,INGENIERÍA CIVIL,CIVIL
4,INGENIERÍA ELECTROMECÁNICA,ELECTROMECÁNICA
19,INGENIERÍA EN ADMINISTRACIÓN,ADMIN
17,INGENIERIA EN GESTION EMPRESARIAL,GESTION
21,INGENIERÍA EN SEMICONDUCTORES,SEMICONDUCTORES
18,INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES,TICS
7,INGENIERÍA INDUSTRIAL,INDUSTRIAL
8,INGENIERÍA MECATRONICA,MECATRONICA
