claveCarrera,nombre,nombreCorto
ADM,LIC. EN ADMINISTRACIÓN ,ADMIN
AMB,ING. AMBIENTAL,AMBIENTAL
ARQ,ARQUITECTURA,ARQUI
BIO,ING. BIOMÉDICA,BIOMEDICA
ELE,ING. ELECTRÓNICA,ELECTRONICA
INF,ING. INFORMÁTICA ,INFORMATICA
SIS,ING. SISTEMAS COMPUTACIONALES,SISTEMAS
