claveCarrera,nombre,nombreCorto
COPU,CONTADOR PUBLICO,CONTADOR
IGE,INGENIERÍA EN GESTIÓN EMPRESARIAL,GESTIN
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
IND,INGENIERÍA INDUSTRIAL,INDUSTRIAL
INF,INGENIERÍA INFORMATICA,INFORMATICA
