claveCarrera,nombre,nombreCorto
I.A,INGENIERIA EN ADMINISTRACION,ADMIN
I.E,INGENIERIA ELECTROMECANICA,ELECTROMECANICA
I.I,INGENIERIA INDUSTRIAL,INDUSTRIAL
I.S.C,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
