claveCarrera,nombre,nombreCorto
15 ,CONTADOR PUBLICO,CONTADOR
16 ,INGENIERIA EN AGRONOMIA,AGRONOMIA
17 ,INGENIERIA INDUSTRIAL,INDUSTRIAL
18 ,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
19 ,INGENIERIA EN ADMINISTRACION,ADMIN
20 ,INGENIERIA EN GESTION EMPRESARIAL,GESTION
