claveCarrera,nombre,nombreCorto
IGEM-2009-201,GESTIÓN EMPRESARIAL,GESTION
ILOG-2009-202,LOGISTICA,LOGISTICA
IMEC-2010-228,MECÁNICA,MECANICA
ITIC-2010-225,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES,TICS
