claveCarrera,nombre,nombreCorto
CP,Contador Público,CONTADOR
ELEN,Ingeniería Electrónica,ELECTRONICA
EREN,Ingeniería en Energías Renovables,ENERGIAS
IADM,Ingeniería en Administración,ADMIN
IGE,Ingeniería en Gestión Empresarial,GESTION
ILOG,Ingeniería en Logística,LOGISTICA
IMT,Ingeniería en Materiales,MATERIALES
INF,Ingeniería en Informática,INFORMATICA
IQ,Ingeniería Química,QUIMICA
