claveCarrera,nombre,nombreCorto
ELEN,INGENIERIA ELECTRONICA ,ELECTRONICA
IAM,INGENIERÍA AMBIENTAL,AMBIENTAL
IEMEC,INGENIERÍA ELECTROMECÁNICA,ELECTROMECÁNICA
IGE,INGENIERIA EN GESTION EMPRESARIAL,GESTION
IIND,INGENIERÍA INDUSTRIAL,INDUSTRIAL
IINFO,INGENIERÍA INFORMÁTICA,INFORMÁTICA
ISA,INGENIERIA EN SISTEMAS AUTOMOTRICES,SISTEMAS
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
