claveCarrera,nombre,nombreCorto
IADM,ING. EN ADMINISTRACIÓN,ADMIN
IAGR,ING. EN AGRONOMÍA,AGRONOMIA
IFOR,ING. FORESTAL,FORESTAL
IGEM,ING. EN GESTIÓN EMPRESARIAL,GESTION
IIAL,ING. EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IINF,ING. INFORMÁTICA,INFORMATICA
LBIO,LIC. BIOLOGÍA,BIOLOGIA
