claveCarrera,nombre,nombreCorto
EMI  ,INGENIERÍA QUIMICA,QUIMICA
IAM  ,INGENIERÍA AMBIENTAL,AMBIENTAL
ICV  ,INGENIERÍA CIVIL,CIVIL
IML  ,INGENIERÍA EN MATERIALES,
IND  ,INGENIERÍA INDUSTRIAL,INDUSTRIAL
IQU,INGENIERÍA QUIMICA,QUIMICA
LAM  ,LICENCIATURA EN ADMINISTRACIÓN,
MCT  ,INGENIERÍA MECATRONICA,MECATRONICA
SIC,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
TIC  ,INGENIERÍA EN TECNOLOGÍAS DE INFORMACION Y COMUNICACIONES,TICS
