claveCarrera,nombre,nombreCorto
IE0,Ingenieria Electromecanica / 10 / Escolarizado,ELECTROMECANICA ESC
IG0,Ingenieria En Gestion Empresarial / 10 / Escolarizado,GESTION ESC
IM0,Ingenieria En Mineria / 10 / Escolarizado,MINERIA  ESC
IS0,Ingenieria En Sistemas Computacionales / 10 / Escolarizado,SISTEMAS ESC
IGD,Ingenieria En Gestion Empresarial A Distancia / 10 / A distancia,GESTION DIS
II0,Ingenieria Industrial / 10 / Escolarizado,INDUSTRIAL ESC
IID,Ingenieria Industrial A Distancia / 10 / A distancia,INDUTRIAL DIS
ISD,Ingenieria En Sistemas Computacionales A Dist. / 10 / A distancia,SISTEMAS DIS
