claveCarrera,nombre,nombreCorto
COPU,Contador Público,CONTADOR
IELC,Ingeniería Electrónica,ELECTRONICA
IGEM,Ingeniería en Gestión Empresarial,GESTION
ILOG,Ingeniería en Logística,LOGISTICA
ISIC,Ingeniería en Sistemas Computacionales,SISTEMAS
IIND,Ingeniería Industrial,INDUSTRIAL
IMEC,Ingeniería Mecánica,MECANICA
