claveCarrera,nombre,nombreCorto
IA,INGENIERIA EN ADMINISTRACION,ADMIN
II,INGENIERIA INDUSTRIAL,INDUSTRIAL
IM,INGENIERIA EN MECATRONICA ,MECATRONICA
ISC,INGENIERIA EN SISTEMAS COMPUTACIONALES ,SISTEMAS
