claveCarrera,nombre,nombreCorto
IAS-2016-221,Ingeniería en Innovación Agrícola Sustentable,AGRICOLA
IGEM-2009-201,Ing. en Gestión Empresarial,GESTION
IIND-2010-227,Ingeniería Industrial,INDUTRIAL
IINF-2010-220,Ingeniería  Informática,INFORMATICA
ISIC-2010-224,Ingeniería en Sistemas Computacionales,SISTEMAS
