claveCarrera,nombre,nombreCorto
L01,ARQUITECTURA,ARQUI
L02,INGENIERIA CIVIL,CIVIL
L03,INGENIERIA ELECTRICA,ELECTRICA
L04,INGENIERIA INDUSTRIAL,INDUSTRIAL
L05,INGENIERIA EN SISTEMAS COMPUTACIONALES,SISTEMAS
L06,INGENIERIA BIOQUIMICA,BIOQUIMICA
L07,INGENIERIA QUIMICA,QUIMICA
L08,LICENCIATURA EN ADMINISTRACION,ADMIN
L11,INGENIERIA MECATRONICA,MECATRONICA
L12,INGENIERIA EN GESTION EMPRESARIAL,GESTION
