claveCarrera,nombre,nombreCorto
AGRO,INGENIERÍA EN AGRONOMÍA,AGRONOMIA
IEA,INGENIERÍA EN AGRONOMÍA,AGRONOMIA
IGE,INGENIERIA EN GESTION EMPRESARIAL,GESTION
IIAS,INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,AGRICOLA
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
