claveCarrera,nombre,nombreCorto
CP,CONTADOR PÚBLICO,CONTADOR
IA,INGENIERÍA EN ADMINISTRACIÓN,ADMIN
IAM,INGENIERÍA AMBIENTAL,AMBIENTAL
IE,INGENIERÍA  ELECTRÓNICA,ELECTRONICA
II,INGENIERÍA INDUSTRIAL,INDUSTRIAL
IIA,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IIAS,INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,AGRICOLA
IM,INGENIERÍA MECATRÓNICA,MECATRONICA
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
