claveCarrera,nombre,nombreCorto
68,INGENIERIA ELECTRONICA,ELECTRONICA
71,INGENIERIA EN ENERGIAS RENOVABLES,ENERGIAS
70,INGENIERIA EN GESTION EMPRESARIAL,GESTION
67,INGENIERIA INDUSTRIAL,INDUSTRIAL
69,INGENIERIA INFORMATICA,INFORMATICA
65,INGENIERIA MECANICA,MECANICA
