claveCarrera,nombre,nombreCorto
IFOR-2010-226,INGENIERIA FORESTAL,FORESTAL
IGEM-2009-201,INGENIERIA EN GESTION EMPRESARIAL,GESTION
IINF-2020-220,INGENIERIA INFORMATICA,INFORMATICA
