claveCarrera,nombre,nombreCorto
1,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
2,INGENIERÍA INDUSTRIAL,INDUSTRIAL
4,INGENIERÍA CIVIL,CIVIL
5,INGENIERÍA MECATRÓNICA,MECATRONICA
7,INGENIERÍA ELECTROMECÁNICA,ELECTROMECANICA
8,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
9,INGENIERÍA EN GESTIÓN EMPRESARIAL,GESTION
11,INGENIERÍA PETROLERA,PETROLERA
14,INGENIERÍA AMBIENTAL,AMBIENTAL
