claveCarrera,nombre,nombreCorto
IAM,ING.AMBIENTAL,AMBIENTAL
IGE,ING. GESTIÓN EMPRESARIAL,GESTION
LAD,LIC. ADMINISTRACIÓN,ADMIN
LBI,LIC. BIOLOGÍA,BIOLOGIA
LTU,LIC. TURISMO,TURISMO
