claveCarrera,nombre,nombreCorto
CP,CONTADOR PÚBLICO,CONTADOR
IE,INGENIERÍA  ELECTRÓNICA,ELECTRONICA
IAM,INGENIERÍA AMBIENTAL,AMBIENTAL
IA,INGENIERÍA EN ADMINISTRACIÓN,ADMIN
IIA,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS,ALIMENTARIAS
IIAS,INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,AGRICOLA
ISC,INGENIERÍA EN SISTEMAS COMPUTACIONALES,SISTEMAS
II,INGENIERÍA INDUSTRIAL,INDUSTRIAL
IM,INGENIERÍA MECATRÓNICA,MECATRONICA
