claveCarrera,nombre,nombreCorto
IADM-2010-213,INGENIERIA EN ADMINISTRACION ,ADMIN
IDC-2010-216,INGENIERIA EN DESARROLLO COMUNITARIO,DESARROLLO
IFOR-2010-225,INGENIERIA FORESTAL,FORESTAL
IIAS-2010-221,INGENIERIA EN INNOVACION AGRICOLA SUSTENTABLE,AGRICOLA
ITIC-210-225,INGENIERIA EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,TICS
