claveCarrera,nombre,nombreCorto
IE,ING. ELECTRÓNICA,ELECTRONICA
IGEM,ING. EN GESTIÓN EMPRESARIAL,GESTION
IIAS,ING. EN INNOVACIÓN AGRÍCOLA SUSTENTABLE,AGRICOLA
IIND,ING. INDUSTRIAL,INDUSTRIAL
IINF,ING. INFORMÁTICA,INFORMATICA
IP,ING. PETROLERA,PETROLERA
IR,ING. EN ENERGÍAS RENOVABLES,ENERGIAS
ISC,ING. EN SISTEMAS COMPUTACIONALES,SISTEMAS
